county_label,month,donation_count,housing_burden,price_income_ratio,total_county_invoice_count,total_county_invoice_amount,industry_invoice_count,industry_invoice_amount,year,month_num,month_sin,month_cos,industry_count_share,industry_amount_share,log_industry_invoice_count,log_industry_invoice_amount,log_total_county_invoice_count,log_total_county_invoice_amount,carrier_usage_ratio,n_active_industries,industry_hhi,industry_entropy,top1_industry_share,top3_industry_share,row_count_per_county_month,donation_count_lag1,donation_count_lag2,donation_count_lag3,donation_count_roll3_mean,donation_count_roll3_std,donation_count_roll3_min,donation_count_roll3_max,industry_label,carrier_type_label
0,2023-01,15186,39.7,0.33,9332770,5227299297,9534,15336832,2023,1,0.49999999999999994,0.8660254037844387,0.001021561658542962,0.00293398773029927,9.16272451803452,16.545767878873107,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,41,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,260,385824,2023,1,0.49999999999999994,0.8660254037844387,2.785882433618315e-05,7.380943352936158e-05,5.564520407322694,12.863139177769032,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,41,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,52120,92323615,2023,1,0.49999999999999994,0.8660254037844387,0.005584622786161022,0.017661819183184223,10.861323217547433,18.34081052806793,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,44,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,143861,376548249,2023,1,0.49999999999999994,0.8660254037844387,0.015414608953183246,0.0720349510532341,11.876609785729826,19.74655675104366,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,44,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,31,320620,2023,1,0.49999999999999994,0.8660254037844387,3.321629055467991e-06,6.133568823656359e-05,3.4657359027997265,12.678015019195822,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,46,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,198,1198300,2023,1,0.49999999999999994,0.8660254037844387,2.1215566225247166e-05,0.0002292388348009299,5.293304824724492,13.996415278185824,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,46,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,2315,2732430,2023,1,0.49999999999999994,0.8660254037844387,0.00024805068591639994,0.0005227230821790076,7.7475968386928855,14.820702247112905,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,48,1
0,2023-01,15186,39.7,0.33,9332770,5227299297,4,2050,2023,1,0.49999999999999994,0.8660254037844387,4.285972974797407e-07,3.9217191967112265e-07,1.6094379124341003,7.62608275807238,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,48,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,1581,776217,2023,1,0.49999999999999994,0.8660254037844387,0.00016940308182886754,0.00014849293218115113,7.366445148327599,13.562188687547572,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,49,0
0,2023-01,15186,39.7,0.33,9332770,5227299297,2918,1468600,2023,1,0.49999999999999994,0.8660254037844387,0.00031266172851147087,0.0002809481371848833,7.978996370854115,14.19982080492002,16.049042527656265,22.377160595034077,0.3727704636458415,54.0,0.5392722549647939,1.1807751437016987,0.7229888875435696,0.8662135678903476,90.0,17318.0,17074.0,17214.0,17202.0,99.97332977682932,17074.0,17318.0,49,1
